speed,reward
155.98117,1.4
2.7505913,-0.2
73.17575,1.4
92.51392,1.4
16.346647,1.4
21.89532,1.4
100.55905,1.4
77.199394,0.6
13.223963,1.4
16.80779,0.6
95.63457,0.6
64.25054,1.4
93.21562,1.4
76.39228,0.6
17.679628,1.4
26.482256,0.6
126.26598,1.4
3.0747662,-1
99.9329,1.4
106.172806,1.4
96.16154,1.4
72.28659,1.4
123.45782,1.4
24.619474,1.4
15.443905,1.4
127.52872,1.4
28.681389,-1.8
124.75775,0.6
128.72372,1.4
131.98532,0.6
146.76581,1.4
37.57994,0.6
70.81591,1.4
133.75183,0.6
50.988785,1.4
55.88813,1.4
132.45694,1.4
71.87336,1.4
67.0243,1.4
58.89979,1.4
24.434954,1.4
43.86559,1.4
-12.971679,0.6
62.53112,1.4
134.48686,-0.2
148.9808,1.4
99.49235,1.4
117.70984,1.4
101.459335,0
18.690348,1.4
92.92831,1.4
-4.024957,1.4
13.282405,1.4
127.113625,1.4
103.24238,1.4
116.45539,1.4
40.89894,1.4
61.79973,1.4
90.37113,-0.2
87.25118,0.6
90.06285,1.4
76.307495,-0.2
74.366455,1.4
72.6941,0.6
116.60867,1.4
103.041084,-1.8
26.340405,0.6
67.09972,-0.2
30.41963,0
34.135258,1.4
68.06356,1.4
64.439125,0.6
82.79086,0.6
130.11327,0.6
81.79422,0.6
124.544205,1.4
48.651123,-0.2
17.587067,-0.2
68.655075,1.4
133.99776,1.4
85.23569,1.4
30.684994,1.4
27.878807,0.6
33.45309,0.6
34.96102,1.4
36.713142,0.6
16.622177,0.6
121.58211,1.4
-9.093687,1.4
39.58412,1.4
-9.583805,1.4
22.764145,0.6
22.63466,1.4
42.5522,-0.2
66.32152,1.4
105.008835,-0.2
115.754745,1.4
128.63632,1.4
129.74802,0.6
-8.387139,0.6
158.6671,1.4
46.617126,1.4
42.066444,0.6
111.23189,0.6
61.941463,1.4
-2.474604,0.6
76.89145,1.4
52.05782,1.4
41.496124,1.4
88.46113,1.4
97.74504,-1
141.53511,0.6
141.92654,0.6
86.83244,1.4
30.884964,1.4
124.62867,1.4
73.72614,1.4
33.34169,1.4
99.26545,1.4
68.43837,1.4
123.87679,0.6
120.65738,1.4
7.6914916,0.6
141.70935,0
84.706474,0
121.96836,1.4
-7.917078,-1.8
104.73571,-0.8
27.74625,-0.2
32.78707,1.4
66.28508,1.4
128.9808,1.4
58.737076,1.4
71.44009,1.4
50.620255,1.4
41.34484,1.4
98.83632,1.4
81.13367,1.4
136.99324,1.4
4.4763417,1.4
53.536613,1.4
45.086708,1.4
98.36922,1.4
15.433383,0.6
27.055828,0.6
47.598797,1.4
59.29453,1.4
131.45242,1.4
16.902641,1.4
88.44042,0.6
121.14803,0.6
7.595693,1.4
13.819471,1.4
6.773722,1.4
108.443275,0.6
67.18307,1.4
125.30871,1.4
74.39493,0
13.092232,0.6
-0.669807,-0.2
22.481167,1.4
136.76953,0.6
104.38104,-0.2
22.813255,1.4
84.928055,1.4
40.08454,1.4
30.261484,-1
96.99529,1.4
28.896986,1.4
13.73669,1.4
77.68015,1.4
11.531211,0.6
71.30138,-0.2
38.20731,1.4
131.86082,1.4
132.5613,1.4
5.2922516,1.4
79.481804,1.4
96.561615,1.4
88.91401,0.6
61.225033,1.4
129.81465,1.4
125.34572,1.4
76.00048,1.4
25.303375,1.4
43.151146,1.4
101.14095,1.4
137.09993,0.6
96.052155,1.4
121.959694,1.4
98.907486,1.4
91.079346,1.4
19.795921,1.4
60.397152,1.4
43.121006,0.6
43.725857,-0.2
13.373675,1.4
80.299164,1.4
31.09635,-0.2
84.58149,0.6
30.626905,0.6
89.59168,0.6
1.8376244,1.4
115.16888,1.4
-4.2730665,1.4
135.38585,1.4
61.76313,1.4
0.80936867,1.4
69.78777,-1
88.11318,1.4
42.116184,1.4
132.88322,0.6
4.0622787,1.4
97.24699,1.4
55.06449,1.4
-0.67116785,0.6
63.3693,1.4
69.247574,1.4
133.91913,0.6
-6.69265,1.4
15.638928,1.4
127.28534,1.4
89.36977,1.4
48.84545,0.6
123.38917,1.4
42.33345,1.4
3.7335932,1.4
18.4538,1.4
52.53094,1.4
30.369062,0.6
138.90941,0
57.298748,0.6
116.16408,0.6
124.52155,1.4
46.61858,1.4
121.616455,0.6
45.09246,0.6
17.393112,1.4
17.963644,0.6
72.01995,1.4
68.5402,0.6
32.17396,1.4
128.82657,1.4
106.540405,1.4
126.94033,1.4
-12.043811,1.4
148.42313,0
12.052458,0
131.96065,1.4
34.368748,-0.2
135.8302,-0.2
84.08102,1.4
112.71054,1.4
120.43169,1.4
72.58366,0.6
-2.0639992,1.4
102.83369,1.4
59.01235,1.4
19.721245,1.4
53.498318,1.4
105.45032,1.4
114.071335,1.4
20.335205,-0.2
99.35096,0.6
79.96499,0
62.393,0.6
4.9412727,1.4
52.308327,1.4
123.98512,1.4
118.91949,1.4
108.43598,1.4
24.285082,0.6
56.393467,0.6
119.86245,1.4
65.24664,1.4
78.96367,1.4
20.451227,1.4
80.09419,1.4
131.49889,1.4
55.344513,1.4
42.225994,1.4
108.262085,0.6
128.02158,1.4
93.237816,1.4
40.819767,0.6
85.637535,0.6
109.16431,1.4
119.95912,1.4
135.8332,1.4
65.541405,0.6
59.813293,1.4
112.68946,1.4
85.52458,1.4
129.43117,0.6
12.018858,1.4
111.762405,0.6
33.20378,1.4
37.8943,1.4
47.329113,1.4
88.61236,0.6
68.03625,1.4
0.8129585,1.4
94.92521,0.6
82.22838,1.4
116.00351,0.6
115.518364,0.6
73.75748,1.4
36.928516,0.6
125.40351,0.6
135.1941,1.4
99.45075,-1.6
-5.707744,1.4
82.18384,0.6
69.85246,1.4
101.451706,1.4
65.50421,-2.4
120.27038,-0.2
56.17514,1.4
31.041805,1.4
19.011189,1.4
35.865276,1.4
112.21858,0.6
105.73749,1.4
-12.953247,1.4
25.751396,1.4
76.168564,1.4
115.458046,1.4
111.40686,1.4
54.022816,0.6
-6.276189,1.4
90.59485,0.6
92.05179,1.4
81.381065,-0.2
100.63608,-0.2
96.82091,0.6
8.237825,0.6
78.74351,-1
82.58469,1.4
110.10478,1.4
58.54533,1.4
41.454994,0.6
123.862625,1.4
12.169311,0.6
132.4235,1.4
8.675781,1.4
124.84707,1.4
61.024815,0.6
44.825195,0.6
10.400234,0.6
106.82131,-4.8
67.24369,1.4
29.986715,1.4
81.99064,1.4
7.342019,1.4
64.56525,1.4
128.80487,-0.2
79.10894,1.4
50.766052,0.6
118.56855,1.4
111.226524,1.4
19.314472,0.6
62.09976,1.4
107.665985,1.4
66.509514,1.4
-3.74053,1.4
14.778797,-0.8
56.747196,1.4
67.659035,0
20.465025,1.4
85.63597,1.4
63.13611,-1
64.967354,0
121.45908,1.4
71.387314,0.6
25.072191,1.4
128.40947,-1.6
28.47599,0.6
78.67117,1.4
92.71311,1.4
84.54993,0.6
48.251186,0.6
105.86883,0.6
80.14639,1.4
15.370485,1.4
103.84356,0.6
134.81636,1.4
88.79551,0.6
48.22165,0.6
125.649216,1.4
15.95191,0.6
19.73902,1.4
31.541916,1.4
83.43416,-0.2
44.374237,-0.2
80.25708,0.6
119.78894,1.4
65.99809,1.4
40.571106,1.4
110.38656,1.4
27.102789,1.4
106.25859,0
54.35533,-0.2
50.097313,1.4
105.53756,0.6
86.413895,1.4
-1.6456202,0.6
118.997444,-0.2
49.86942,1.4
95.17655,1.4
122.732506,0.6
24.016745,1.4
91.93859,1.4
75.84337,1.4
138.98785,1.4
42.18428,-0.2
37.061672,1.4
30.336634,1.4
97.617424,0.6
69.882935,1.4
69.693726,1.4
110.19336,0.6
26.59006,0
132.98233,1.4
137.70044,1.4
4.9127507,-0.2
-6.5334187,0.6
-3.4584107,-1
124.164925,1.4
79.943825,1.4
112.53685,0.6
94.350174,1.4
114.532234,1.4
20.985373,1.4
20.14722,1.4
24.536781,0.6
140.97882,-0.2
134.97673,1.4
89.625336,1.4
70.60909,1.4
43.01575,1.4
36.84053,0.6
126.86219,1.4
108.41237,1.4
144.22589,1.4
118.84489,1.4
106.52194,1.4
4.2644567,1.4
22.543215,1.4
141.54984,1.4
62.259537,1.4
135.70294,0.6
50.537018,-0.2
35.867374,-0.2
50.4787,0.6
109.430725,1.4
104.23253,1.4
16.905924,1.4
139.16617,1.4
36.120247,1.4
94.47278,1.4
135.46915,1.4
83.08583,0.6
35.916553,1.4
-3.0199268,1.4
85.34395,1.4
125.63588,0.6
17.442411,-0.2
87.99333,-1
39.6254,0.6
35.65447,0.6
35.499577,0.6
1.0090768,1.4
28.373087,0.6
15.174095,0.6
81.57124,1.4
152.29243,1.4
1.7584175,1.4
82.5416,-0.2
69.91769,1.4
55.53306,1.4
116.7608,0.6
1.0865366,1.4
83.23696,1.4
97.41605,0
64.68819,0.6
38.931118,0.6
45.517536,1.4
121.96453,1.4
45.629356,0.6
35.34585,1.4
6.9808598,1.4
29.324104,1.4
79.53041,1.4
21.559692,0.6
137.63968,0.6
78.605835,1.4
94.20371,-0.2
138.25064,1.4
23.971125,1.4
104.65266,1.4
110.37858,1.4
146.04695,1.4
107.60377,0.6
121.78299,0.6
79.6963,0.6
8.685516,0.6
80.89473,1.4
98.436745,1.4
32.65952,0.6
32.137093,0.6
112.91503,1.4
59.520813,-1
50.69621,1.4
88.681786,-0.2
101.68483,1.4
129.21002,0.6
101.20158,1.4
89.312546,1.4
77.444885,0.6
28.33462,1.4
37.677883,1.4
82.329475,1.4
76.63105,1.4
75.22813,0.6
137.60634,1.4
82.071075,0.6
131.39096,-0.2
33.530174,1.4
45.00984,1.4
-4.0644207,0.6
6.8675637,1.4
-9.019853,1.4
73.16447,0.6
83.313965,1.4
33.23183,-0.2
23.085474,-0.2
22.79647,1.4
120.456764,1.4
75.132965,1.4
43.20239,0.6
114.04815,1.4
11.855872,1.4
10.995625,0.6
114.39436,1.4
114.95731,1.4
37.62602,-0.2
110.514755,1.4
62.98898,0.6
109.91801,1.4
36.95353,-0.2
51.412224,1.4
93.225296,0.6
123.488525,1.4
111.03741,0.6
47.495777,-0.2
55.26061,0.6
95.59753,1.4
165.45657,1.4
129.87132,1.4
40.420387,0.6
51.30197,0
13.21869,1.4
105.820816,-1
-1.1216164,0.6
17.041168,1.4
72.763245,1.4
92.568756,1.4
1.3986293,1.4
44.955006,1.4
108.333664,-0.2
26.309275,1.4
105.43792,1.4
113.64916,-0.2
122.31004,0.6
23.22802,0.6
13.344023,-1
48.441334,0.6
127.68153,0.6
1.0113934,0.6
4.6594877,0.6
26.097338,0.6
127.138275,0.6
105.77484,1.4
135.40141,1.4
138.76874,1.4
137.75072,1.4
69.53539,-1
108.93356,1.4
73.81596,0
112.04992,1.4
13.226248,1.4
133.29889,1.4
99.074,0.6
7.7215056,1.4
4.320279,0
49.713863,0.6
1.8010509,-0.2
18.480007,1.4
14.874094,1.4
93.51881,-0.2
-0.16443649,0
18.526815,1.4
-5.7746906,1.4
64.35039,1.4
118.412735,1.4
75.14223,1.4
122.98605,0.6
22.263641,0.6
154.72528,1.4
59.673233,-0.2
103.49865,-0.2
46.33177,-1
119.719894,1.4
5.999424,0.6
83.56336,1.4
104.7032,0
85.953766,0.6
91.669876,0
25.228355,0
75.982086,1.4
-8.903766,1.4
18.974373,0.6
118.8924,1.4
3.5685537,1.4
56.510086,0.6
3.918302,1.4
39.03368,0
0.75083005,1.4
97.43029,1.4
122.65814,0.6
89.9478,-1
107.17402,0.6
115.12445,-0.2
58.083702,1.4
96.66079,1.4
9.619777,1.4
89.79136,-1
139.26097,0.6
119.102646,0.6
51.0104,1.4
39.37195,0.6
59.533714,-0.2
63.05086,-0.2
1.0765302,1.4
56.97907,1.4
140.52177,1.4
6.508727,1.4
35.58553,1.4
112.521805,1.4
101.79251,0.6
72.51483,1.4
84.878525,1.4
54.209885,-0.2
83.454994,0.6
129.07289,1.4
131.18307,1.4
53.076073,1.4
16.955284,0.6
129.3921,0.6
85.77345,1.4
53.412445,-1
117.76525,1.4
-11.676171,-0.2
13.613657,0.6
71.953995,0.6
88.85987,0.6
15.439074,-0.2
108.95334,1.4
152.80713,1.4
49.965923,-0.2
97.57376,1.4
4.947949,0.6
30.450094,1.4
9.279375,1.4
77.21071,-0.2
14.630445,0
45.404755,0.6
47.67242,1.4
71.53971,1.4
135.77945,1.4
105.191956,1.4
25.390707,0
43.737747,0.6
0.014992073,1.4
138.59949,1.4
101.01654,1.4
113.18545,0.6
62.947613,0.6
117.06926,1.4
15.191392,1.4
22.271587,1.4
56.50052,1.4
118.78118,1.4
60.39919,1.4
113.098175,0
16.703426,-0.2
-5.848587,1.4
112.788925,-1
40.924942,-0.2
-2.385832,1.4
-5.8739333,1.4
52.36111,1.4
97.06919,0.6
49.609116,0.6
141.6948,1.4
86.34442,1.4
115.7412,1.4
17.221422,1.4
103.47152,1.4
104.79429,0.6
105.63096,1.4
122.275795,1.4
109.617294,1.4
22.590971,1.4
116.44878,0.6
120.53201,1.4
2.0036516,1.4
1.1317087,1.4
-2.841975,1.4
9.558809,1.4
91.25311,1.4
115.34731,1.4
80.745186,0.6
133.83539,0.6
131.48918,1.4
18.716385,1.4
11.803064,1.4
110.245094,0.6
30.689804,-1
142.6103,1.4
74.951675,0.6
17.425304,1.4
14.555984,1.4
41.149925,1.4
124.658485,0.6
91.06865,1.4
108.6342,-0.2
81.430786,1.4
28.919168,1.4
23.28864,0.6
4.85664,0.6
93.499535,1.4
39.977577,0.6
22.264658,1.4
99.75419,1.4
36.85323,1.4
0.7941418,-0.2
19.48321,1.4
22.20057,-1
69.986145,1.4
-10.590025,1.4
38.99591,1.4
81.50256,0.6
93.55917,-0.2
133.1381,1.4
9.946412,1.4
2.9862,1.4
35.530285,-0.2
69.898544,0.6
83.687035,-0.2
54.45106,1.4
59.82786,0.6
153.58826,1.4
47.06268,1.4
65.561035,0
66.59147,1.4
96.12974,1.4
89.565506,1.4
126.76133,0.6
102.15977,1.4
20.600895,1.4
22.034142,1.4
33.35807,0.6
156.734,0.6
19.39053,1.4
45.97944,0.6
90.922935,0.6
49.497963,1.4
-5.7179346,1.4
-3.67312,1.4
35.012978,0.6
137.53836,1.4
79.71362,1.4
131.40205,-0.2
-2.0322783,1.4
46.719723,1.4
62.42763,1.4
119.26911,1.4
51.938885,1.4
32.41406,1.4
64.20105,0.6
75.99667,-0.2
4.048389,1.4
58.48696,-1
132.28882,1.4
12.318412,1.4
25.611862,1.4
105.069565,0.6
-2.2764666,1.4
124.51895,-0.2
144.38483,1.4
37.103073,1.4
142.56546,1.4
33.91707,1.4
103.69341,0.6
33.643375,1.4
92.47415,1.4
68.73697,1.4
114.99227,1.4
36.927044,0.6
8.259107,1.4
-8.926073,1.4
39.963844,1.4
28.718563,1.4
68.26585,1.4
27.564495,1.4
66.366455,1.4
45.96457,1.4
42.619,1.4
76.81763,1.4
-7.65297,0.6
76.21453,1.4
54.575005,0.6
17.090464,1.4
99.49223,1.4
25.387278,-0.2
-9.572769,1.4
22.61376,1.4
87.480225,1.4
105.826805,0.6
7.175841,1.4
48.84593,-0.2
30.997522,1.4
130.5319,1.4
27.856573,1.4
100.33391,1.4
135.17744,-0.2
12.037783,-0.2
67.32073,1.4
0.4091716,1.4
53.0208,0.6
70.90361,-0.2
73.73963,1.4
10.02657,1.4
54.749767,1.4
