,action,reward
130,3,1.4
131,1,1.4
132,0,1.4
133,0,1.4
134,3,1.4
135,1,1.4
136,2,1.4
137,1,1.4
138,3,1.4
139,1,-0.20000000000000018
140,1,1.4
141,1,1.4
142,1,0.5999999999999999
143,0,-0.20000000000000018
144,3,1.4
145,0,0.5999999999999999
146,1,1.4
147,3,1.4
148,0,1.4
149,2,1.4
150,1,-1.0000000000000004
151,0,1.4
152,2,0.0
153,2,1.4
154,1,-0.20000000000000018
155,3,1.4
156,1,1.4
157,1,1.4
158,0,1.4
159,0,1.4
160,2,0.0
161,3,1.4
162,1,1.4
163,0,1.4
164,1,1.4
165,1,1.4
166,0,0.5999999999999999
167,3,1.4
168,3,1.4
169,1,1.4
170,3,-1.8000000000000003
171,0,0.5999999999999999
172,1,1.4
173,3,1.4
174,3,0.5999999999999999
175,0,1.4
176,3,1.4
177,1,1.4
178,0,0.5999999999999999
179,1,1.4
180,3,1.4
181,2,1.4
182,3,1.4
183,3,1.4
184,0,1.4
185,3,1.4
186,2,0.0
187,2,0.0
188,1,0.5999999999999999
189,3,1.4
190,1,-0.20000000000000018
191,1,-0.20000000000000018
192,1,0.5999999999999999
193,3,1.4
194,1,1.4
195,3,1.4
196,2,0.0
197,1,0.5999999999999999
198,1,-1.0000000000000004
199,2,0.0
200,2,1.4
201,0,1.4
202,0,1.4
203,3,1.4
204,1,1.4
205,0,1.4
206,2,1.4
207,2,0.0
208,2,1.4
209,0,1.4
210,2,0.0
211,1,-1.0000000000000004
212,1,0.5999999999999999
213,1,0.5999999999999999
214,1,-0.8
215,0,1.4
216,0,1.4
217,1,1.4
218,1,1.4
219,3,1.4
220,1,1.4
221,3,1.4
222,1,1.4
223,2,1.4
224,2,0.0
225,3,1.4
226,3,1.4
227,0,1.4
228,1,-0.20000000000000018
229,3,1.4
230,2,0.5999999999999999
231,1,1.4
232,0,0.5999999999999999
233,0,-0.20000000000000018
234,1,0.5999999999999999
235,1,-0.20000000000000018
236,1,1.4
237,2,0.0
238,2,1.4
239,2,0.5999999999999999
240,2,1.4
241,3,1.4
242,0,1.4
243,2,0.5999999999999999
244,2,0.0
245,1,1.4
246,1,1.4
247,1,1.4
248,3,1.4
249,3,1.4
250,2,0.0
251,1,1.4
252,2,1.4
253,1,0.5999999999999999
254,3,1.4
255,1,1.4
256,2,0.0
257,2,-0.20000000000000018
258,1,0.5999999999999999
259,1,1.4
260,1,-1.0000000000000004
261,2,1.4
262,1,1.4
263,2,1.4
264,2,1.4
265,1,1.4
266,2,0.0
267,3,1.4
268,2,0.0
269,2,0.0
270,3,-0.20000000000000018
271,0,1.4
272,1,1.4
273,1,1.4
274,0,1.4
275,1,0.5999999999999999
276,2,0.5999999999999999
277,2,0.0
278,3,1.4
279,0,1.4
280,1,0.5999999999999999
281,0,1.4
282,2,1.4
283,2,0.0
284,2,0.0
285,3,1.4
286,1,1.4
287,2,1.4
288,2,0.0
289,1,1.4
290,3,1.4
291,1,0.5999999999999999
292,2,1.4
293,2,0.0
294,2,0.0
295,2,0.0
296,2,0.0
297,3,1.4
298,2,1.4
299,0,1.4
300,0,1.4
301,1,1.4
302,3,1.4
303,3,1.4
304,1,1.4
305,1,-0.20000000000000018
306,2,1.4
307,1,1.4
308,3,1.4
309,1,0.5999999999999999
310,1,1.4
311,2,-0.20000000000000018
312,2,1.4
313,1,1.4
314,0,1.4
315,0,0.5999999999999999
316,3,1.4
317,2,0.0
318,1,1.4
319,1,1.4
320,0,1.4
321,1,1.4
322,1,-0.20000000000000018
323,2,0.0
324,0,0.5999999999999999
325,2,1.4
326,0,1.4
327,2,0.5999999999999999
328,3,1.4
329,3,1.4
330,2,1.4
331,2,0.0
332,0,1.4
333,2,1.4
334,2,0.0
335,2,0.0
336,2,0.0
337,0,1.4
338,1,0.5999999999999999
339,2,1.4
340,1,1.4
341,2,0.0
342,2,0.5999999999999999
343,0,-0.20000000000000018
344,2,0.0
345,1,1.4
346,0,1.4
347,0,1.4
348,1,1.4
349,2,-0.20000000000000018
350,2,-0.8
351,2,1.4
352,0,1.4
353,2,0.0
354,2,1.4
355,1,1.4
356,1,1.4
357,1,-1.0000000000000004
358,3,1.4
359,2,0.5999999999999999
360,3,1.4
361,3,1.4
362,3,1.4
363,2,0.0
364,0,0.5999999999999999
365,1,0.5999999999999999
366,2,0.0
367,1,1.4
368,2,1.4
369,1,1.4
370,3,1.4
371,3,0.5999999999999999
372,2,0.0
373,3,1.4
374,2,0.0
375,0,1.4
376,3,0.0
377,2,1.4
378,2,0.0
379,2,0.0
380,3,1.4
381,2,-0.8
382,2,0.5999999999999999
383,3,1.4
384,1,1.4
385,0,1.4
386,2,1.4
387,3,-0.20000000000000018
388,1,1.4
389,2,1.4
390,2,0.0
391,2,0.5999999999999999
392,3,0.5999999999999999
393,2,0.5999999999999999
394,2,1.4
395,3,1.4
396,1,1.4
397,1,1.4
398,0,0.5999999999999999
399,2,0.0
400,0,1.4
401,2,1.4
402,2,0.5999999999999999
403,3,1.4
404,2,0.5999999999999999
405,1,1.4
406,1,1.4
407,1,1.4
408,0,1.4
409,1,1.4
410,2,1.4
411,2,0.0
412,1,0.5999999999999999
413,1,1.4
414,1,-0.8
415,2,1.4
416,2,0.0
417,0,0.5999999999999999
418,2,-0.20000000000000018
419,1,1.4
420,1,0.5999999999999999
421,2,0.0
422,2,1.4
423,3,1.4
424,1,0.5999999999999999
425,2,1.4
426,0,1.4
427,3,1.4
428,2,-0.20000000000000018
429,1,1.4
430,3,-1.6
431,2,0.5999999999999999
432,1,0.5999999999999999
433,2,1.4
434,0,1.4
435,0,1.4
436,2,1.4
437,1,-0.20000000000000018
438,1,1.4
439,1,1.4
440,2,0.0
441,3,1.4
442,1,1.4
443,3,1.4
444,1,0.5999999999999999
445,1,1.4
446,0,1.4
447,2,0.0
448,2,1.4
449,1,1.4
450,2,1.4
451,2,0.0
452,2,1.4
453,2,0.0
454,2,1.4
455,1,1.4
456,1,0.5999999999999999
457,1,1.4
458,3,0.5999999999999999
459,3,1.4
460,2,0.0
461,3,1.4
462,1,1.4
463,3,1.4
464,1,1.4
465,0,1.4
466,2,0.0
467,1,1.4
468,1,0.5999999999999999
469,3,1.4
470,2,0.0
471,1,1.4
472,2,0.0
473,1,1.4
474,3,1.4
475,2,0.0
476,2,1.4
477,2,-0.20000000000000018
478,0,1.4
479,1,1.4
480,0,0.5999999999999999
481,2,0.0
482,3,1.4
483,3,1.4
484,1,0.5999999999999999
485,2,1.4
486,0,1.4
487,3,1.4
488,2,0.0
489,1,1.4
490,0,1.4
491,2,1.4
492,2,1.4
493,3,1.4
494,2,0.0
495,0,1.4
496,1,0.5999999999999999
497,2,0.5999999999999999
498,3,1.4
499,1,-3.2
500,1,1.4
501,1,1.4
502,3,1.4
503,2,1.4
504,1,0.5999999999999999
505,0,1.4
506,1,1.4
507,2,0.0
508,3,1.4
509,2,0.0
510,2,0.0
511,2,0.0
512,1,0.5999999999999999
513,3,0.5999999999999999
514,2,-0.20000000000000018
515,1,1.4
516,2,0.0
517,2,0.0
518,0,1.4
519,2,0.0
520,2,0.0
521,0,1.4
522,3,1.4
523,3,1.4
524,2,0.0
525,1,-0.20000000000000018
526,0,-1.0000000000000004
527,3,1.4
528,1,1.4
529,3,1.4
530,0,1.4
531,3,-0.20000000000000018
532,1,-0.20000000000000018
533,2,0.0
534,2,0.0
535,2,1.4
536,3,1.4
537,2,1.4
538,2,1.4
539,0,0.5999999999999999
540,2,1.4
541,0,1.4
542,1,1.4
543,2,0.0
544,2,1.4
545,1,1.4
546,2,0.5999999999999999
547,0,1.4
548,3,1.4
549,0,-1.8000000000000003
550,2,1.4
551,0,1.4
552,1,-0.8
553,3,0.0
554,3,1.4
555,1,1.4
556,3,-0.8
557,3,1.4
558,3,-0.20000000000000018
559,2,1.4
560,3,1.4
561,0,0.5999999999999999
562,1,1.4
563,1,1.4
564,1,1.4
565,2,0.0
566,3,1.4
567,3,1.4
568,1,1.4
569,3,1.4
570,3,1.4
571,3,1.4
572,3,1.4
573,2,0.0
574,2,-1.6
575,2,1.4
576,2,-0.20000000000000018
577,3,0.5999999999999999
578,2,1.4
579,0,1.4
580,1,1.4
581,1,-1.6
582,1,1.4
583,2,-0.20000000000000018
584,3,1.4
585,1,1.4
586,3,-0.20000000000000018
587,0,1.4
588,1,1.4
589,1,1.4
590,2,0.0
591,1,1.4
592,2,0.0
593,2,1.4
594,2,0.0
595,2,0.0
596,0,0.5999999999999999
597,2,1.4
598,0,1.4
599,0,1.4
600,0,1.4
601,2,0.0
602,0,1.4
603,2,0.0
604,3,0.5999999999999999
605,1,1.4
606,1,1.4
607,1,1.4
608,2,0.0
609,2,0.0
610,2,0.5999999999999999
611,0,1.4
612,3,1.4
613,2,1.4
614,3,1.4
615,0,1.4
616,1,1.4
617,1,1.4
618,2,0.0
619,3,1.4
620,0,-0.20000000000000018
621,2,1.4
622,0,1.4
623,1,1.4
624,1,1.4
625,2,0.0
626,3,1.4
627,3,1.4
628,2,1.4
629,0,1.4
630,2,1.4
631,1,1.4
632,1,0.5999999999999999
633,1,1.4
634,2,1.4
635,1,-0.8
636,2,1.4
637,1,1.4
638,0,0.5999999999999999
639,1,0.5999999999999999
640,1,1.4
641,1,1.4
642,1,0.5999999999999999
643,3,1.4
644,1,0.0
645,2,1.4
646,2,0.0
647,3,1.4
648,2,1.4
649,1,-2.4000000000000004
650,2,1.4
651,0,1.4
652,2,1.4
653,2,0.0
654,2,0.0
655,3,1.4
656,0,1.4
657,0,1.4
658,2,0.0
659,0,-0.20000000000000018
660,2,1.4
661,0,1.4
662,0,1.4
663,0,-0.20000000000000018
664,1,1.4
665,2,-0.20000000000000018
666,3,1.4
667,1,0.5999999999999999
668,3,1.4
669,0,0.5999999999999999
670,0,1.4
671,2,1.4
672,1,-0.20000000000000018
673,2,0.0
674,2,1.4
675,0,1.4
676,1,1.4
677,2,0.0
678,0,0.5999999999999999
679,0,0.5999999999999999
680,3,0.5999999999999999
681,0,1.4
682,2,1.4
683,2,0.0
684,2,1.4
685,2,1.4
686,1,1.4
687,3,1.4
688,3,1.4
689,0,1.4
690,0,1.4
691,1,-0.20000000000000018
692,2,1.4
693,0,1.4
694,2,0.0
695,2,1.4
696,0,1.4
697,3,0.5999999999999999
698,1,-0.20000000000000018
699,3,1.4
700,1,1.4
701,3,1.4
702,3,1.4
703,2,0.5999999999999999
704,2,-0.20000000000000018
705,3,0.5999999999999999
706,3,1.4
707,2,1.4
708,3,1.4
709,2,1.4
710,2,1.4
711,3,1.4
712,1,0.5999999999999999
713,2,0.5999999999999999
714,2,0.0
715,3,1.4
716,2,0.0
717,2,0.0
718,1,1.4
719,1,1.4
720,2,1.4
721,3,0.5999999999999999
722,2,1.4
723,2,0.0
724,0,0.5999999999999999
725,0,1.4
726,3,0.5999999999999999
727,1,1.4
728,1,0.5999999999999999
729,0,1.4
730,3,1.4
731,3,1.4
732,1,1.4
733,0,-0.20000000000000018
734,3,1.4
735,3,1.4
736,2,1.4
737,2,1.4
738,1,1.4
739,2,1.4
740,2,0.0
741,0,-0.20000000000000018
742,3,1.4
743,2,-0.20000000000000018
744,2,1.4
745,3,1.4
746,2,0.0
747,0,1.4
748,2,0.0
749,2,0.0
750,3,1.4
751,3,1.4
752,0,1.4
753,1,1.4
754,1,1.4
755,0,-0.20000000000000018
756,2,1.4
757,1,1.4
758,2,0.5999999999999999
759,0,1.4
760,3,-0.20000000000000018
761,2,1.4
762,2,0.0
763,3,1.4
764,1,-0.20000000000000018
765,0,0.5999999999999999
766,0,1.4
767,2,0.0
768,2,1.4
769,1,0.5999999999999999
770,0,0.5999999999999999
771,3,0.5999999999999999
772,0,1.4
773,2,0.0
774,3,1.4
775,3,1.4
776,2,0.0
777,1,1.4
778,0,0.5999999999999999
779,2,0.0
780,2,0.0
781,3,1.4
782,2,0.0
783,1,0.5999999999999999
784,1,1.4
785,2,0.0
786,2,1.4
787,1,1.4
788,2,1.4
789,1,1.4
790,3,1.4
791,3,1.4
792,2,0.0
793,3,0.5999999999999999
794,1,1.4
795,1,0.5999999999999999
796,3,1.4
797,1,1.4
798,3,1.4
799,3,1.4
800,3,1.4
801,1,1.4
802,2,0.0
803,3,1.4
804,2,1.4
805,1,0.5999999999999999
806,3,1.4
807,3,1.4
808,2,0.5999999999999999
809,2,0.0
810,2,1.4
811,1,1.4
812,1,1.4
813,0,1.4
814,3,1.4
815,2,1.4
816,0,1.4
817,1,0.5999999999999999
818,0,1.4
819,1,0.5999999999999999
820,0,-0.20000000000000018
821,1,1.4
822,3,1.4
823,0,-1.8000000000000003
824,3,1.4
825,0,-0.20000000000000018
826,2,1.4
827,0,1.4
828,2,0.0
829,1,1.4
830,1,1.4
831,2,0.0
832,2,1.4
833,1,1.4
834,1,1.4
835,1,1.4
836,0,1.4
837,2,1.4
838,2,1.4
839,3,1.4
840,2,0.5999999999999999
841,3,1.4
842,0,1.4
843,0,1.4
844,3,1.4
845,0,1.4
846,2,1.4
847,1,0.5999999999999999
848,0,1.4
849,3,1.4
850,0,0.5999999999999999
851,0,0.5999999999999999
852,3,-1.6
853,3,1.4
854,3,1.4
855,2,1.4
856,2,0.0
857,1,1.4
858,2,0.0
859,3,-0.8
860,3,1.4
861,2,1.4
862,2,0.0
863,0,-1.0000000000000004
864,1,1.4
865,0,1.4
866,2,0.0
867,2,1.4
868,0,0.5999999999999999
869,3,1.4
870,1,1.4
871,2,0.0
872,1,1.4
873,0,1.4
874,2,1.4
875,1,1.4
876,1,0.5999999999999999
877,0,1.4
878,2,1.4
879,0,1.4
880,0,1.4
881,2,1.4
882,2,0.0
883,3,1.4
884,3,1.4
885,3,1.4
886,2,0.0
887,0,1.4
888,2,1.4
889,0,1.4
890,0,1.4
891,0,0.5999999999999999
892,0,-0.20000000000000018
893,1,1.4
894,2,0.0
895,1,-0.20000000000000018
896,0,0.5999999999999999
897,2,0.0
898,1,0.5999999999999999
899,2,1.4
900,1,1.4
901,2,0.0
902,1,0.5999999999999999
903,2,0.0
904,2,0.0
905,0,-1.0000000000000004
906,0,-1.0000000000000004
907,3,1.4
908,0,0.5999999999999999
909,2,1.4
910,1,1.4
911,2,1.4
912,0,0.5999999999999999
913,2,1.4
914,3,1.4
915,0,0.5999999999999999
916,2,0.0
917,3,0.5999999999999999
918,1,1.4
919,2,0.0
920,0,0.5999999999999999
921,2,0.5999999999999999
922,0,-1.0000000000000004
923,1,1.4
924,3,1.4
925,3,1.4
926,0,0.5999999999999999
927,0,1.4
928,3,1.4
929,0,0.5999999999999999
930,0,-0.20000000000000018
931,1,1.4
932,1,0.5999999999999999
933,3,1.4
934,2,1.4
935,2,0.0
936,3,0.5999999999999999
937,2,0.5999999999999999
938,1,0.5999999999999999
939,1,1.4
940,0,1.4
941,1,1.4
942,0,1.4
943,2,0.0
944,1,1.4
945,2,1.4
946,3,1.4
947,1,-0.20000000000000018
948,0,1.4
949,1,1.4
950,1,1.4
951,2,1.4
952,3,0.5999999999999999
953,2,1.4
954,2,0.0
955,0,1.4
956,1,1.4
957,3,1.4
958,3,1.4
959,0,-0.20000000000000018
960,0,0.5999999999999999
961,1,1.4
962,1,0.5999999999999999
963,3,1.4
964,1,1.4
965,3,1.4
966,0,1.4
967,2,1.4
968,2,0.0
969,1,1.4
970,2,1.4
971,2,1.4
972,2,1.4
973,2,0.0
974,1,1.4
975,2,1.4
976,0,1.4
977,2,1.4
978,1,0.5999999999999999
979,3,1.4
980,1,1.4
981,1,0.5999999999999999
982,2,1.4
983,0,1.4
984,2,0.0
985,1,0.5999999999999999
986,0,0.5999999999999999
987,0,1.4
988,3,0.5999999999999999
989,1,1.4
990,2,0.5999999999999999
991,2,0.0
992,1,1.4
993,2,0.0
994,2,1.4
995,3,1.4
996,2,0.0
997,3,1.4
998,1,1.4
999,0,1.4
1000,2,-2.6
1001,2,0.5999999999999999
1002,2,1.4
1003,1,1.4
1004,2,0.0
1005,3,-0.20000000000000018
1006,0,1.4
1007,2,0.5999999999999999
1008,3,1.4
1009,1,0.5999999999999999
1010,1,1.4
1011,0,1.4
1012,1,-2.4000000000000004
1013,3,1.4
1014,2,0.5999999999999999
1015,0,1.4
1016,2,1.4
1017,3,1.4
1018,2,0.5999999999999999
1019,3,1.4
1020,2,0.0
1021,2,0.5999999999999999
1022,2,1.4
1023,2,1.4
1024,1,1.4
1025,0,0.5999999999999999
1026,3,1.4
1027,0,0.5999999999999999
1028,0,1.4
1029,0,-0.20000000000000018
1030,0,-0.20000000000000018
1031,3,1.4
1032,3,-0.8
1033,0,1.4
1034,1,1.4
1035,1,1.4
1036,2,1.4
1037,0,0.5999999999999999
1038,0,1.4
1039,2,1.4
1040,0,1.4
1041,2,0.5999999999999999
1042,0,1.4
1043,0,0.5999999999999999
1044,3,1.4
1045,2,0.5999999999999999
1046,0,-2.6
1047,3,1.4
1048,2,1.4
1049,1,0.5999999999999999
1050,1,1.4
1051,1,1.4
1052,2,0.0
1053,1,1.4
1054,1,0.5999999999999999
1055,2,1.4
1056,1,1.4
1057,0,0.5999999999999999
1058,3,1.4
1059,3,1.4
1060,3,1.4
1061,0,1.4
1062,3,0.5999999999999999
1063,0,1.4
1064,0,0.5999999999999999
1065,3,1.4
1066,2,0.0
1067,1,-2.4000000000000004
1068,0,0.5999999999999999
1069,0,1.4
1070,0,1.4
1071,1,1.4
1072,3,-1.6
1073,0,0.5999999999999999
1074,3,1.4
1075,3,1.4
1076,0,0.5999999999999999
1077,0,0.5999999999999999
1078,1,0.5999999999999999
1079,2,1.4
1080,0,1.4
1081,2,1.4
1082,2,0.0
1083,0,0.5999999999999999
1084,1,0.5999999999999999
1085,2,0.5999999999999999
1086,2,0.0
1087,3,1.4
1088,0,1.4
1089,1,-0.20000000000000018
1090,1,-0.20000000000000018
1091,2,1.4
1092,2,1.4
1093,0,1.4
1094,1,1.4
1095,0,1.4
1096,1,0.0
1097,2,0.0
1098,2,0.0
1099,2,0.0
1100,1,-0.8
1101,3,1.4
1102,2,0.5999999999999999
1103,2,0.0
1104,2,1.4
1105,0,1.4
1106,3,1.4
1107,2,0.0
1108,2,0.0
1109,3,0.5999999999999999
1110,3,1.4
1111,3,1.4
1112,3,1.4
1113,1,0.5999999999999999
1114,0,0.5999999999999999
1115,1,1.4
1116,0,1.4
1117,1,0.5999999999999999
1118,2,0.0
1119,2,1.4
1120,3,0.5999999999999999
1121,3,-0.20000000000000018
1122,0,0.5999999999999999
1123,2,0.0
1124,2,0.5999999999999999
1125,1,1.4
1126,3,1.4
1127,3,1.4
1128,2,1.4
1129,2,0.0
1130,0,1.4
1131,2,1.4
1132,0,-0.20000000000000018
1133,2,0.0
1134,1,1.4
1135,1,1.4
1136,2,0.0
1137,2,0.0
1138,0,1.4
1139,0,1.4
1140,1,1.4
1141,1,1.4
1142,2,1.4
1143,2,0.0
1144,0,1.4
1145,2,1.4
1146,2,0.0
1147,2,0.0
1148,2,0.5999999999999999
1149,2,0.0
1150,1,0.5999999999999999
1151,2,0.0
1152,3,1.4
1153,1,1.4
1154,2,0.5999999999999999
1155,2,0.0
1156,1,1.4
1157,0,1.4
1158,3,-0.20000000000000018
1159,3,1.4
1160,0,1.4
1161,1,1.4
1162,2,-0.8
1163,2,0.0
1164,1,-1.0000000000000004
1165,3,1.4
1166,2,0.0
1167,0,-0.20000000000000018
1168,0,1.4
1169,1,0.5999999999999999
1170,0,0.5999999999999999
1171,2,0.5999999999999999
1172,2,0.5999999999999999
1173,3,1.4
1174,1,-0.8
1175,0,1.4
1176,1,1.4
1177,3,0.5999999999999999
1178,3,1.4
1179,3,1.4
1180,2,0.0
1181,3,1.4
1182,0,0.5999999999999999
1183,1,1.4
1184,3,1.4
1185,2,0.5999999999999999
1186,1,1.4
1187,1,1.4
1188,1,1.4
1189,1,1.4
1190,2,0.0
1191,2,0.5999999999999999
1192,1,1.4
1193,3,-0.20000000000000018
1194,2,0.0
1195,1,1.4
1196,3,1.4
1197,1,1.4
1198,0,1.4
1199,0,0.5999999999999999
1200,2,0.0
1201,1,0.5999999999999999
1202,1,0.5999999999999999
1203,1,1.4
1204,1,1.4
1205,2,0.5999999999999999
1206,1,1.4
1207,0,1.4
1208,0,-1.0000000000000004
1209,3,1.4
1210,3,1.4
1211,0,1.4
1212,0,0.5999999999999999
1213,2,1.4
1214,2,1.4
1215,1,0.5999999999999999
1216,3,1.4
1217,0,1.4
1218,2,0.0
1219,1,1.4
1220,0,0.5999999999999999
1221,2,1.4
1222,0,0.5999999999999999
1223,1,-0.20000000000000018
1224,3,1.4
1225,0,1.4
1226,2,0.0
1227,2,1.4
1228,1,1.4
1229,1,0.5999999999999999
1230,3,1.4
1231,0,-0.20000000000000018
1232,1,-0.20000000000000018
1233,1,1.4
1234,1,1.4
1235,2,0.5999999999999999
1236,3,1.4
1237,3,0.5999999999999999
1238,1,1.4
1239,0,0.5999999999999999
1240,2,1.4
1241,3,0.5999999999999999
1242,1,-0.20000000000000018
1243,0,1.4
1244,3,-0.20000000000000018
1245,3,1.4
1246,2,0.5999999999999999
1247,0,1.4
1248,2,0.0
1249,1,1.4
1250,2,0.0
1251,3,1.4
1252,1,0.5999999999999999
1253,1,1.4
1254,1,1.4
1255,0,1.4
1256,1,0.5999999999999999
1257,0,1.4
1258,2,0.5999999999999999
1259,0,-1.0000000000000004
1260,0,0.5999999999999999
1261,1,1.4
1262,2,0.0
1263,3,1.4
1264,1,1.4
1265,2,1.4
1266,2,1.4
1267,2,1.4
1268,0,1.4
1269,1,-0.20000000000000018
1270,0,0.5999999999999999
1271,2,1.4
1272,0,-1.0000000000000004
1273,2,1.4
1274,0,0.5999999999999999
1275,2,1.4
1276,1,0.5999999999999999
1277,0,0.5999999999999999
1278,2,0.0
1279,3,1.4
1280,0,1.4
1281,0,1.4
1282,3,1.4
1283,3,1.4
1284,1,1.4
1285,2,0.0
1286,0,1.4
1287,2,1.4
1288,1,1.4
1289,2,1.4
1290,2,1.4
1291,1,1.4
1292,0,0.5999999999999999
1293,1,-0.20000000000000018
1294,2,0.0
1295,2,0.0
1296,0,1.4
1297,0,1.4
1298,0,1.4
1299,0,1.4
1300,2,0.0
1301,0,0.5999999999999999
1302,3,1.4
1303,3,1.4
1304,2,0.5999999999999999
1305,2,0.0
1306,1,-0.20000000000000018
1307,0,-0.20000000000000018
1308,0,-1.0000000000000004
1309,2,1.4
1310,0,0.5999999999999999
1311,2,0.0
1312,3,0.5999999999999999
1313,2,0.0
1314,0,1.4
1315,2,0.0
1316,0,1.4
1317,3,1.4
1318,2,0.5999999999999999
1319,1,1.4
1320,1,1.4
1321,1,0.5999999999999999
1322,2,0.5999999999999999
1323,2,0.0
1324,3,1.4
1325,3,1.4
1326,2,1.4
1327,3,1.4
1328,3,0.5999999999999999
1329,2,0.0
1330,3,1.4
1331,3,1.4
1332,2,1.4
1333,0,1.4
1334,2,0.0
1335,2,1.4
1336,0,1.4
1337,0,0.5999999999999999
1338,0,-0.20000000000000018
1339,2,0.0
1340,0,1.4
1341,2,1.4
1342,3,1.4
1343,1,1.4
1344,2,0.0
1345,3,1.4
1346,2,0.0
1347,2,1.4
1348,2,0.0
1349,1,-0.20000000000000018
1350,1,1.4
1351,0,1.4
1352,1,1.4
1353,2,0.0
1354,0,0.5999999999999999
1355,2,-0.20000000000000018
1356,3,1.4
1357,2,0.0
1358,1,1.4
1359,0,-0.20000000000000018
1360,2,0.0
1361,2,0.0
1362,2,0.5999999999999999
1363,3,1.4
1364,1,1.4
1365,3,1.4
1366,0,-0.20000000000000018
1367,2,1.4
1368,0,0.5999999999999999
1369,1,1.4
1370,2,1.4
1371,0,-0.20000000000000018
1372,2,0.0
1373,2,0.0
1374,3,0.5999999999999999
1375,2,1.4
1376,3,1.4
1377,3,1.4
1378,1,0.5999999999999999
1379,1,0.5999999999999999
1380,1,1.4
1381,1,1.4
1382,0,1.4
1383,1,-0.20000000000000018
1384,3,1.4
1385,0,1.4
1386,3,1.4
1387,0,1.4
1388,3,1.4
1389,0,1.4
1390,2,0.0
1391,1,1.4
1392,3,1.4
1393,2,0.0
1394,0,-1.0000000000000004
1395,1,0.5999999999999999
1396,0,1.4
1397,1,1.4
1398,2,1.4
1399,0,0.5999999999999999
1400,2,0.0
1401,0,1.4
1402,1,1.4
1403,3,1.4
1404,1,1.4
1405,1,1.4
1406,2,0.5999999999999999
1407,3,1.4
1408,1,1.4
1409,2,1.4
1410,3,1.4
1411,1,0.5999999999999999
1412,0,1.4
1413,2,0.0
1414,0,1.4
1415,1,1.4
1416,3,-0.20000000000000018
1417,3,0.5999999999999999
1418,2,0.5999999999999999
1419,1,0.5999999999999999
1420,2,0.0
1421,2,0.0
1422,1,1.4
1423,1,1.4
1424,1,-0.8
1425,2,0.0
1426,2,0.0
1427,0,0.5999999999999999
1428,3,1.4
1429,0,1.4
1430,0,1.4
1431,2,0.0
1432,2,0.0
1433,1,-0.20000000000000018
1434,3,1.4
1435,3,1.4
1436,3,1.4
1437,2,0.0
1438,1,1.4
1439,2,0.0
1440,0,1.4
1441,1,1.4
1442,1,1.4
1443,1,-0.20000000000000018
1444,1,1.4
1445,2,0.0
1446,2,0.0
1447,1,1.4
1448,3,1.4
1449,0,1.4
1450,1,-1.6
1451,1,0.5999999999999999
1452,2,-1.6
1453,2,1.4
1454,1,-0.20000000000000018
1455,3,1.4
1456,3,1.4
1457,1,1.4
