,action,reward
211,0,-1.0000000000000004
212,0,0.5999999999999999
213,2,0.0
214,2,0.0
215,1,1.4
216,3,1.4
217,0,1.4
218,2,0.0
219,3,1.4
220,2,0.0
221,3,1.4
222,0,1.4
223,3,1.4
224,2,0.0
225,0,1.4
226,1,1.4
227,0,1.4
228,1,-0.20000000000000018
229,1,0.5999999999999999
230,2,0.5999999999999999
231,3,-1.8000000000000003
232,3,1.4
233,2,0.0
234,2,1.4
235,1,-0.20000000000000018
236,2,1.4
237,1,-1.0000000000000004
238,1,1.4
239,3,1.4
240,1,1.4
241,2,0.5999999999999999
242,0,1.4
243,0,1.4
244,1,-1.6
245,1,1.4
246,1,1.4
247,2,0.0
248,1,0.5999999999999999
249,0,0.5999999999999999
250,0,1.4
251,2,1.4
252,1,0.5999999999999999
253,2,0.0
254,0,0.5999999999999999
255,1,1.4
256,0,0.5999999999999999
257,3,1.4
258,3,1.4
259,2,0.0
260,1,-1.0000000000000004
261,2,1.4
262,2,0.0
263,0,0.5999999999999999
264,3,1.4
265,1,1.4
266,3,1.4
267,2,1.4
268,3,1.4
269,0,1.4
270,2,1.4
271,2,1.4
272,2,0.0
273,2,1.4
274,2,0.0
275,3,1.4
276,1,1.4
277,2,0.0
278,2,-0.20000000000000018
279,3,1.4
280,2,0.0
281,2,1.4
282,1,0.5999999999999999
283,1,0.0
284,1,0.0
285,1,1.4
286,0,1.4
287,1,1.4
288,3,1.4
289,1,1.4
290,1,1.4
291,2,0.0
292,2,1.4
293,2,0.0
294,2,0.0
295,3,1.4
296,0,-1.0000000000000004
297,0,1.4
298,2,1.4
299,1,1.4
300,2,0.0
301,1,1.4
302,2,-1.6
303,0,0.5999999999999999
304,3,0.5999999999999999
305,2,0.5999999999999999
306,1,1.4
307,1,1.4
308,1,1.4
309,2,1.4
310,1,1.4
311,1,-1.0000000000000004
312,2,1.4
313,1,1.4
314,2,0.0
315,2,0.0
316,2,0.5999999999999999
317,2,0.0
318,2,0.0
319,0,1.4
320,1,1.4
321,0,1.4
322,2,-0.20000000000000018
323,1,1.4
324,3,1.4
325,1,1.4
326,0,1.4
327,2,0.5999999999999999
328,3,1.4
329,0,0.5999999999999999
330,3,1.4
331,1,0.5999999999999999
332,3,0.5999999999999999
333,3,1.4
334,1,1.4
335,2,0.0
336,3,-1.0000000000000004
337,1,1.4
338,2,0.5999999999999999
339,2,1.4
340,1,1.4
341,1,0.5999999999999999
342,3,1.4
343,0,-0.20000000000000018
344,3,1.4
345,1,1.4
346,0,1.4
347,0,1.4
348,1,1.4
349,0,0.5999999999999999
350,0,1.4
351,0,1.4
352,3,1.4
353,0,0.5999999999999999
354,1,1.4
355,0,1.4
356,3,1.4
357,1,-1.0000000000000004
358,0,1.4
359,2,0.5999999999999999
360,1,0.5999999999999999
361,1,1.4
362,1,1.4
363,3,1.4
364,2,0.5999999999999999
365,1,0.5999999999999999
366,0,1.4
367,2,1.4
368,1,0.5999999999999999
369,0,1.4
370,1,1.4
371,0,-0.20000000000000018
372,0,1.4
373,0,1.4
374,0,0.5999999999999999
375,0,1.4
376,2,1.4
377,0,1.4
378,0,1.4
379,3,1.4
380,1,1.4
381,1,1.4
382,0,0.5999999999999999
383,2,1.4
384,0,1.4
385,1,1.4
386,0,1.4
387,1,1.4
388,3,1.4
389,3,1.4
390,3,1.4
391,3,0.5999999999999999
392,0,1.4
393,2,0.5999999999999999
394,0,1.4
395,2,1.4
396,1,1.4
397,3,1.4
398,1,0.5999999999999999
399,1,1.4
400,0,1.4
401,1,1.4
402,1,1.4
403,3,1.4
404,1,1.4
405,0,1.4
406,0,1.4
407,3,1.4
408,0,1.4
409,2,1.4
410,2,1.4
411,2,0.0
412,0,0.5999999999999999
413,3,1.4
414,1,-0.8
415,0,1.4
416,3,1.4
417,3,1.4
418,2,-0.20000000000000018
419,2,0.5999999999999999
420,0,0.5999999999999999
421,2,0.0
422,3,1.4
423,3,1.4
424,3,1.4
425,1,1.4
426,0,1.4
427,0,1.4
428,0,1.4
429,1,1.4
430,0,0.5999999999999999
431,3,1.4
432,0,1.4
433,3,1.4
434,1,1.4
435,0,1.4
436,3,1.4
437,3,1.4
438,2,0.0
439,2,1.4
440,2,0.0
441,1,1.4
442,3,1.4
443,2,0.0
444,3,1.4
445,3,1.4
446,2,0.5999999999999999
447,1,1.4
448,0,0.5999999999999999
449,3,1.4
450,1,1.4
451,2,0.0
452,3,-1.0000000000000004
453,2,0.0
454,0,0.5999999999999999
455,3,1.4
456,0,0.5999999999999999
457,3,1.4
458,3,0.5999999999999999
459,3,1.4
460,3,1.4
461,1,1.4
462,2,0.0
463,3,1.4
464,2,0.5999999999999999
465,0,1.4
466,1,1.4
467,1,1.4
468,2,1.4
469,1,1.4
470,1,0.5999999999999999
471,0,1.4
472,3,1.4
473,1,1.4
474,3,1.4
475,3,1.4
476,3,1.4
477,0,0.5999999999999999
478,1,1.4
479,3,1.4
480,1,0.5999999999999999
481,1,0.5999999999999999
482,1,1.4
483,1,1.4
484,3,1.4
485,2,1.4
486,3,1.4
487,0,0.5999999999999999
488,3,1.4
489,3,1.4
490,0,1.4
491,3,1.4
492,1,1.4
493,2,0.5999999999999999
494,1,1.4
495,3,1.4
496,0,0.5999999999999999
497,3,1.4
498,0,1.4
499,1,-3.2
500,3,0.5999999999999999
501,0,1.4
502,0,0.5999999999999999
503,3,1.4
504,3,1.4
505,0,1.4
506,2,1.4
507,1,1.4
508,3,1.4
509,1,1.4
510,2,0.0
511,1,1.4
512,0,0.5999999999999999
513,2,0.0
514,2,-0.20000000000000018
515,2,1.4
516,3,1.4
517,1,1.4
518,0,1.4
519,1,-0.20000000000000018
520,1,1.4
521,3,1.4
522,0,0.5999999999999999
523,0,1.4
524,1,0.5999999999999999
525,0,-0.20000000000000018
526,3,1.4
527,0,1.4
528,3,1.4
529,3,1.4
530,1,1.4
531,0,1.4
532,1,-0.20000000000000018
533,2,0.0
534,3,-0.20000000000000018
535,0,1.4
536,0,-1.0000000000000004
537,2,1.4
538,0,-0.20000000000000018
539,0,0.5999999999999999
540,1,1.4
541,3,1.4
542,0,1.4
543,0,1.4
544,1,1.4
545,1,1.4
546,1,1.4
547,1,1.4
548,2,1.4
549,1,-1.8000000000000003
550,1,1.4
551,2,0.0
552,2,0.0
553,2,0.5999999999999999
554,3,1.4
555,3,1.4
556,1,1.4
557,3,1.4
558,0,1.4
559,3,1.4
560,0,1.4
561,2,0.0
562,0,1.4
563,3,1.4
564,1,1.4
565,0,0.5999999999999999
566,2,0.0
567,2,1.4
568,2,1.4
569,2,1.4
570,1,1.4
571,3,1.4
572,2,0.0
573,0,1.4
574,3,1.4
575,0,1.4
576,1,0.5999999999999999
577,0,1.4
578,0,1.4
579,1,1.4
580,3,1.4
581,3,1.4
582,1,1.4
583,0,0.5999999999999999
584,0,1.4
585,3,1.4
586,0,0.5999999999999999
587,3,1.4
588,3,1.4
589,2,1.4
590,2,0.0
591,2,-0.20000000000000018
592,1,0.5999999999999999
593,2,1.4
594,1,-0.20000000000000018
595,3,1.4
596,3,1.4
597,0,1.4
598,2,1.4
599,0,1.4
600,1,1.4
601,2,0.0
602,3,1.4
603,0,1.4
604,3,0.5999999999999999
605,3,1.4
606,0,1.4
607,0,1.4
608,2,0.0
609,2,0.0
610,2,0.5999999999999999
611,1,1.4
612,3,1.4
613,0,1.4
614,0,-0.20000000000000018
615,2,1.4
616,1,1.4
617,0,1.4
618,1,0.5999999999999999
619,2,0.0
620,1,-1.6
621,2,1.4
622,0,1.4
623,1,1.4
624,0,1.4
625,3,1.4
626,3,1.4
627,3,1.4
628,2,1.4
629,2,1.4
630,2,1.4
631,0,1.4
632,2,-1.0000000000000004
633,0,1.4
634,1,1.4
635,0,0.5999999999999999
636,2,1.4
637,0,1.4
638,0,0.5999999999999999
639,0,0.5999999999999999
640,1,1.4
641,1,1.4
642,0,1.4
643,3,1.4
644,2,1.4
645,1,-0.20000000000000018
646,3,0.5999999999999999
647,1,-0.20000000000000018
648,2,1.4
649,2,0.0
650,0,1.4
651,2,1.4
652,2,1.4
653,3,1.4
654,3,0.5999999999999999
655,0,0.5999999999999999
656,3,1.4
657,2,1.4
658,3,1.4
659,0,-0.20000000000000018
660,1,0.5999999999999999
661,2,0.0
662,2,1.4
663,2,0.0
664,0,1.4
665,1,-0.8
666,1,-0.20000000000000018
667,3,1.4
668,0,0.5999999999999999
669,1,0.5999999999999999
670,1,1.4
671,3,1.4
672,2,1.4
673,3,0.5999999999999999
674,3,1.4
675,0,1.4
676,3,1.4
677,1,1.4
678,3,1.4
679,1,0.5999999999999999
680,1,1.4
681,0,1.4
682,2,1.4
683,1,1.4
684,1,1.4
685,2,1.4
686,3,1.4
687,2,0.0
688,1,-0.20000000000000018
689,3,1.4
690,1,1.4
691,2,0.5999999999999999
692,1,1.4
693,0,1.4
694,0,1.4
695,0,1.4
696,2,1.4
697,1,1.4
698,0,-0.20000000000000018
699,3,1.4
700,3,1.4
701,3,1.4
702,0,1.4
703,1,1.4
704,3,1.4
705,2,0.5999999999999999
706,3,1.4
707,3,1.4
708,0,1.4
709,1,1.4
710,0,0.5999999999999999
711,2,1.4
712,2,1.4
713,0,1.4
714,3,1.4
715,2,0.5999999999999999
716,3,1.4
717,1,1.4
718,0,1.4
719,3,1.4
720,3,1.4
721,3,0.5999999999999999
722,0,1.4
723,1,-3.2
724,2,0.0
725,3,1.4
726,2,1.4
727,2,1.4
728,3,1.4
729,3,1.4
730,0,0.5999999999999999
731,3,1.4
732,2,0.5999999999999999
733,0,-0.20000000000000018
734,2,1.4
735,2,0.0
736,1,1.4
737,2,1.4
738,2,0.0
739,2,1.4
740,2,0.0
741,3,0.5999999999999999
742,0,1.4
743,1,1.4
744,3,1.4
745,3,1.4
746,3,1.4
747,2,0.5999999999999999
748,0,1.4
749,0,1.4
750,2,1.4
751,0,1.4
752,2,1.4
753,3,1.4
754,3,1.4
755,3,1.4
756,1,0.5999999999999999
757,0,1.4
758,3,1.4
759,2,1.4
760,0,0.5999999999999999
761,1,1.4
762,0,-1.8000000000000003
763,0,0.5999999999999999
764,3,1.4
765,2,0.0
766,0,1.4
767,1,1.4
768,2,1.4
769,3,1.4
770,2,1.4
771,2,1.4
772,3,1.4
773,3,1.4
774,2,0.0
775,2,1.4
776,3,1.4
777,0,1.4
778,3,1.4
779,3,1.4
780,2,0.0
781,1,1.4
782,0,0.5999999999999999
783,2,0.5999999999999999
784,1,1.4
785,2,0.0
786,2,1.4
787,0,1.4
788,0,0.5999999999999999
789,0,1.4
790,2,1.4
791,0,1.4
792,2,0.0
793,2,0.0
794,0,1.4
795,3,1.4
796,1,-0.20000000000000018
797,0,1.4
798,0,1.4
799,1,1.4
800,1,0.5999999999999999
801,2,1.4
802,2,0.0
803,1,1.4
804,3,0.5999999999999999
805,0,1.4
806,1,1.4
807,1,-1.0000000000000004
808,3,1.4
809,3,1.4
810,1,1.4
811,0,1.4
812,3,1.4
813,2,1.4
814,0,-0.20000000000000018
815,0,1.4
816,2,0.0
817,0,0.5999999999999999
818,3,1.4
819,1,0.5999999999999999
820,3,1.4
821,3,0.5999999999999999
822,2,0.5999999999999999
823,0,-1.8000000000000003
824,1,-0.8
825,3,1.4
826,3,1.4
827,1,1.4
828,0,1.4
829,1,1.4
830,3,1.4
831,3,1.4
832,0,1.4
833,2,1.4
834,1,1.4
835,3,1.4
836,2,1.4
837,2,1.4
838,1,1.4
839,3,1.4
840,3,1.4
841,2,0.0
842,1,1.4
843,0,1.4
844,2,1.4
845,3,1.4
846,0,0.5999999999999999
847,3,1.4
848,1,1.4
849,2,1.4
850,0,0.5999999999999999
851,3,1.4
852,3,-1.6
853,1,1.4
854,2,0.0
855,1,0.5999999999999999
856,2,0.0
857,3,0.5999999999999999
858,3,1.4
859,3,-0.8
860,0,1.4
861,2,1.4
862,0,1.4
863,1,-1.0000000000000004
864,2,0.0
865,3,1.4
866,1,1.4
867,3,1.4
868,2,0.0
869,3,1.4
870,0,1.4
871,2,0.0
872,3,1.4
873,1,1.4
874,2,1.4
875,2,1.4
876,0,0.5999999999999999
877,3,1.4
878,0,1.4
879,0,1.4
880,3,1.4
881,2,1.4
882,0,1.4
883,3,1.4
884,0,0.5999999999999999
885,1,1.4
886,2,0.0
887,0,1.4
888,1,1.4
889,3,0.0
890,0,1.4
891,0,0.5999999999999999
892,1,-0.20000000000000018
893,1,1.4
894,0,1.4
895,0,-0.20000000000000018
896,1,0.5999999999999999
897,2,0.0
898,3,0.5999999999999999
899,3,1.4
900,1,1.4
901,3,1.4
902,2,1.4
903,1,1.4
904,3,0.5999999999999999
905,0,-1.0000000000000004
906,3,1.4
907,1,1.4
908,0,0.5999999999999999
909,3,0.5999999999999999
910,3,1.4
911,1,1.4
912,2,0.0
913,2,1.4
914,1,1.4
915,2,0.0
916,0,1.4
917,2,1.4
918,2,0.5999999999999999
919,3,1.4
920,0,0.5999999999999999
921,0,1.4
922,2,0.0
923,2,1.4
924,3,1.4
925,2,1.4
926,3,1.4
927,0,1.4
928,0,0.5999999999999999
929,3,1.4
930,3,1.4
931,2,0.0
932,2,0.0
933,2,1.4
934,1,1.4
935,3,1.4
936,0,1.4
937,2,0.5999999999999999
938,2,1.4
939,0,1.4
940,1,1.4
941,0,1.4
942,0,1.4
943,1,1.4
944,3,1.4
945,1,1.4
946,0,-0.20000000000000018
947,2,0.0
948,0,1.4
949,2,0.0
950,0,1.4
951,2,1.4
952,0,1.4
953,3,1.4
954,3,1.4
955,2,0.5999999999999999
956,2,0.5999999999999999
957,3,1.4
958,0,1.4
959,2,0.0
960,2,0.0
961,2,0.0
962,0,0.5999999999999999
963,3,1.4
964,1,1.4
965,1,1.4
966,3,-0.20000000000000018
967,2,1.4
968,3,1.4
969,1,1.4
970,3,0.5999999999999999
971,2,1.4
972,3,1.4
973,1,0.5999999999999999
974,1,1.4
975,3,1.4
976,3,1.4
977,3,1.4
978,0,0.5999999999999999
979,3,1.4
980,0,1.4
981,3,1.4
982,2,1.4
983,3,1.4
984,0,1.4
985,2,0.5999999999999999
986,0,0.5999999999999999
987,3,-0.8
988,1,1.4
989,2,-0.20000000000000018
990,0,0.5999999999999999
991,2,0.0
992,1,1.4
993,2,0.0
994,3,1.4
995,1,1.4
996,2,0.0
997,3,1.4
998,2,1.4
999,2,0.0
1000,2,-2.6
1001,2,0.5999999999999999
1002,0,0.5999999999999999
1003,2,0.0
1004,2,0.0
1005,3,-0.20000000000000018
1006,0,1.4
1007,1,-1.6
1008,0,1.4
1009,2,0.0
1010,0,1.4
1011,3,0.5999999999999999
1012,0,-1.0000000000000004
1013,3,1.4
1014,1,1.4
1015,3,1.4
1016,3,1.4
1017,1,1.4
1018,1,-0.8
1019,2,0.0
1020,3,-1.0000000000000004
1021,1,1.4
1022,0,1.4
1023,1,1.4
1024,1,1.4
1025,0,0.5999999999999999
1026,2,1.4
1027,0,0.5999999999999999
1028,3,1.4
1029,2,0.0
1030,3,1.4
1031,3,1.4
1032,2,-0.8
1033,2,0.0
1034,1,1.4
1035,2,0.0
1036,1,1.4
1037,0,0.5999999999999999
1038,2,1.4
1039,3,1.4
1040,0,1.4
1041,0,1.4
1042,0,1.4
1043,2,0.0
1044,2,1.4
1045,2,0.5999999999999999
1046,2,0.0
1047,0,1.4
1048,1,1.4
1049,0,1.4
1050,0,1.4
1051,2,1.4
1052,0,-0.20000000000000018
1053,0,1.4
1054,3,1.4
1055,3,1.4
1056,3,1.4
1057,0,0.5999999999999999
1058,2,0.0
1059,0,1.4
1060,1,1.4
1061,2,1.4
1062,0,0.5999999999999999
1063,0,1.4
1064,1,0.5999999999999999
1065,0,1.4
1066,0,1.4
1067,2,0.0
1068,3,0.0
1069,0,1.4
1070,0,1.4
1071,1,1.4
1072,1,0.5999999999999999
1073,2,0.0
1074,1,1.4
1075,1,1.4
1076,0,0.5999999999999999
1077,2,1.4
1078,0,0.5999999999999999
1079,0,1.4
1080,2,1.4
1081,2,1.4
1082,0,1.4
1083,1,0.5999999999999999
1084,2,1.4
1085,3,1.4
1086,3,1.4
1087,2,1.4
1088,1,1.4
1089,2,1.4
1090,3,1.4
1091,1,0.5999999999999999
1092,1,1.4
1093,2,-0.20000000000000018
1094,0,1.4
1095,0,1.4
1096,2,0.0
1097,1,1.4
1098,3,1.4
1099,3,1.4
1100,0,0.5999999999999999
1101,0,1.4
1102,2,0.5999999999999999
1103,2,0.0
1104,3,1.4
1105,1,1.4
1106,0,0.5999999999999999
1107,2,0.0
1108,2,0.0
1109,1,1.4
1110,3,1.4
1111,1,-0.20000000000000018
1112,3,1.4
1113,0,1.4
1114,3,1.4
1115,2,1.4
1116,0,1.4
1117,1,0.5999999999999999
1118,1,-0.20000000000000018
1119,1,1.4
1120,2,1.4
1121,1,-0.20000000000000018
1122,0,0.5999999999999999
1123,1,-0.20000000000000018
1124,3,1.4
1125,0,1.4
1126,3,1.4
1127,0,1.4
1128,2,1.4
1129,3,1.4
1130,3,1.4
1131,0,0.5999999999999999
1132,3,1.4
1133,2,0.0
1134,0,1.4
1135,0,1.4
1136,3,1.4
1137,0,0.5999999999999999
1138,1,1.4
1139,0,1.4
1140,1,1.4
1141,3,1.4
1142,2,1.4
1143,2,0.0
1144,2,0.0
1145,3,1.4
1146,1,1.4
1147,2,0.0
1148,1,-0.20000000000000018
1149,3,1.4
1150,2,1.4
1151,0,1.4
1152,3,1.4
1153,3,0.5999999999999999
1154,2,0.5999999999999999
1155,3,-1.0000000000000004
1156,3,0.5999999999999999
1157,1,1.4
1158,0,-0.20000000000000018
1159,2,0.5999999999999999
1160,0,1.4
1161,0,1.4
1162,0,0.5999999999999999
1163,1,-0.20000000000000018
1164,2,0.0
1165,0,0.5999999999999999
1166,2,0.0
1167,2,0.5999999999999999
1168,2,1.4
1169,1,0.5999999999999999
1170,0,0.5999999999999999
1171,3,1.4
1172,2,0.5999999999999999
1173,3,1.4
1174,0,-0.20000000000000018
1175,3,1.4
1176,1,1.4
1177,1,1.4
1178,3,1.4
1179,1,1.4
1180,2,0.0
1181,1,0.5999999999999999
1182,2,0.0
1183,1,1.4
1184,3,1.4
1185,2,0.5999999999999999
1186,2,0.0
1187,1,1.4
1188,3,1.4
1189,1,1.4
1190,0,0.5999999999999999
1191,2,0.5999999999999999
1192,1,1.4
1193,3,-0.20000000000000018
1194,0,1.4
1195,3,1.4
1196,2,1.4
1197,0,1.4
1198,3,1.4
1199,0,0.5999999999999999
1200,3,1.4
1201,3,1.4
1202,2,0.0
1203,3,1.4
1204,0,1.4
1205,1,0.5999999999999999
1206,0,1.4
1207,3,1.4
1208,1,-1.0000000000000004
1209,3,1.4
1210,3,1.4
1211,1,1.4
1212,3,1.4
1213,2,1.4
1214,3,0.5999999999999999
1215,1,0.5999999999999999
1216,3,1.4
1217,0,1.4
1218,1,1.4
1219,1,1.4
1220,2,0.5999999999999999
1221,0,1.4
1222,3,0.5999999999999999
1223,1,-0.20000000000000018
1224,3,1.4
1225,0,1.4
1226,0,0.5999999999999999
1227,3,1.4
1228,0,1.4
1229,1,0.5999999999999999
1230,3,1.4
1231,2,1.4
1232,3,1.4
1233,2,-1.0000000000000004
1234,3,0.5999999999999999
1235,1,1.4
1236,1,0.5999999999999999
1237,0,1.4
1238,0,1.4
1239,0,0.5999999999999999
1240,3,1.4
1241,1,1.4
1242,3,1.4
1243,1,1.4
1244,1,0.5999999999999999
1245,2,1.4
1246,0,-0.20000000000000018
1247,3,1.4
1248,0,0.5999999999999999
1249,3,1.4
1250,3,1.4
1251,0,-0.20000000000000018
1252,0,0.5999999999999999
1253,0,1.4
1254,2,1.4
1255,3,1.4
1256,1,0.5999999999999999
1257,0,1.4
1258,1,1.4
1259,2,0.0
1260,1,0.5999999999999999
1261,0,1.4
1262,1,1.4
1263,3,1.4
1264,0,1.4
1265,0,1.4
1266,2,1.4
1267,1,1.4
1268,2,1.4
1269,0,-0.20000000000000018
1270,3,1.4
1271,3,1.4
1272,1,-0.20000000000000018
1273,2,1.4
1274,2,0.0
1275,1,0.5999999999999999
1276,2,1.4
1277,3,-0.20000000000000018
1278,1,0.5999999999999999
1279,3,1.4
1280,1,1.4
1281,1,1.4
1282,2,1.4
1283,0,-1.0000000000000004
1284,2,0.5999999999999999
1285,0,0.5999999999999999
1286,0,1.4
1287,0,1.4
1288,0,1.4
1289,1,0.5999999999999999
1290,0,1.4
1291,1,1.4
1292,2,0.5999999999999999
1293,2,0.0
1294,2,0.0
1295,0,1.4
1296,0,1.4
1297,2,0.0
1298,0,1.4
1299,3,1.4
1300,0,1.4
1301,0,0.5999999999999999
1302,1,1.4
1303,1,1.4
1304,0,0.5999999999999999
1305,2,0.0
1306,1,-0.20000000000000018
1307,0,-0.20000000000000018
1308,3,-1.8000000000000003
1309,2,1.4
1310,2,0.0
1311,3,1.4
1312,2,0.0
1313,0,0.5999999999999999
1314,3,-1.6
1315,1,1.4
1316,2,0.0
1317,3,1.4
1318,3,1.4
1319,2,1.4
1320,1,1.4
1321,1,0.5999999999999999
1322,1,1.4
1323,2,0.0
1324,0,1.4
1325,3,1.4
1326,0,0.5999999999999999
1327,2,0.0
1328,1,-0.8
1329,1,-1.6
1330,3,1.4
1331,1,1.4
1332,1,1.4
1333,1,1.4
1334,1,0.5999999999999999
1335,3,1.4
1336,2,1.4
1337,2,0.0
1338,1,-0.20000000000000018
1339,0,-0.20000000000000018
1340,3,1.4
1341,2,1.4
1342,1,0.5999999999999999
1343,1,1.4
1344,1,1.4
1345,0,1.4
1346,0,0.5999999999999999
1347,1,1.4
1348,3,1.4
1349,0,-0.20000000000000018
1350,1,1.4
1351,0,1.4
1352,3,1.4
1353,2,0.0
1354,1,0.5999999999999999
1355,3,1.4
1356,0,1.4
1357,0,-1.0000000000000004
1358,1,1.4
1359,1,-0.20000000000000018
1360,2,0.0
1361,2,0.0
1362,2,0.5999999999999999
1363,2,0.0
1364,1,1.4
1365,1,1.4
1366,2,0.0
1367,1,1.4
1368,2,1.4
1369,2,0.0
1370,0,1.4
1371,1,-0.20000000000000018
1372,1,1.4
1373,3,-0.8
1374,1,1.4
1375,3,1.4
1376,0,1.4
1377,0,1.4
1378,3,1.4
1379,0,0.5999999999999999
1380,1,1.4
1381,2,1.4
1382,2,1.4
1383,1,-0.20000000000000018
1384,2,1.4
1385,0,1.4
1386,1,1.4
1387,3,1.4
1388,0,1.4
1389,2,1.4
1390,2,0.0
1391,3,1.4
1392,3,1.4
1393,1,1.4
1394,1,-1.0000000000000004
1395,3,0.5999999999999999
1396,2,1.4
1397,1,1.4
1398,0,1.4
1399,1,0.5999999999999999
1400,3,1.4
1401,3,1.4
1402,0,1.4
1403,3,1.4
1404,2,0.0
1405,3,1.4
1406,0,0.5999999999999999
1407,1,1.4
1408,2,1.4
1409,3,1.4
1410,2,1.4
1411,1,0.5999999999999999
1412,0,1.4
1413,3,1.4
1414,0,1.4
1415,1,1.4
1416,2,0.0
1417,1,1.4
1418,3,1.4
1419,3,1.4
1420,2,0.0
1421,1,1.4
1422,2,0.0
1423,0,1.4
1424,3,1.4
1425,3,1.4
1426,1,1.4
1427,2,0.0
1428,1,1.4
1429,2,1.4
1430,3,0.5999999999999999
1431,3,1.4
1432,1,0.5999999999999999
1433,1,-0.20000000000000018
1434,0,1.4
1435,3,1.4
1436,3,1.4
1437,2,0.0
1438,1,1.4
1439,2,0.0
1440,3,0.5999999999999999
1441,0,1.4
1442,1,1.4
1443,3,1.4
1444,1,1.4
1445,1,-1.0000000000000004
1446,1,1.4
1447,0,1.4
1448,1,0.5999999999999999
1449,3,0.5999999999999999
1450,3,0.0
1451,3,1.4
1452,0,1.4
1453,0,1.4
1454,0,-0.20000000000000018
1455,1,0.5999999999999999
1456,2,0.0
1457,3,1.4
1458,2,0.0
1459,1,1.4
1460,3,1.4
1461,2,0.0
1462,1,1.4
1463,2,0.0
1464,3,1.4
1465,3,1.4
